shang1,shang2,shang3,shang4,shang5,shang6,wordnet1,wordnet2,wordnet3,wordnet4,wordnet5,wordnet6,word1,word2,square,SCS,SCQ1,SCQ2,SCQ3,SCQ4,SCQ5,idf1,idf2,idf3,idf4,ICTF1,ICTF2,ICTF3,ICTF4,a11,a12,a13,PMI1,PMI2,PMI3,PMI4,PMI5,var1,var2,var3,var4,var5,reporter1,reporter2,reporter3,comple1,comple2,comple3,comple4,comple5,read1,read2,read3,read4,read5,read6,read7,read8,cixing1,ci2,ci3,len1,len2,len3,len4,len5,len6,len7,len8,net1,net2,net3,net4,net5,net6,net7,net8,net9,selectrao1,selectrao2,selectrao3,selectrao4,selectrao5,selectrao6,selectrao7,selectrao8,selectrao9,daima200,daima201,daima202,daima203,daima204,daima205,daima206,daima207,daima208,daima209,daima2010,daima2011,daima2012,daima2013,daima2014,daima2015,daima2016,daima2017,daima2018,daima2019,daima2020,daima2021,daima2022,daima2023,daima150,daima151,daima152,daima153,daima154,daima155,daima156,daima157,daima158,daima159,daima1510,daima1511,daima1512,daima1513,daima1514,daima1515,daima1516,daima1517,daima1518,daima1519,daima1520,daima1521,daima1522,daima1523,daima100,daima101,daima102,daima103,daima104,daima105,daima106,daima107,daima108,daima109,daima1010,daima1011,daima1012,daima1013,daima1014,daima1015,daima1016,daima1017,daima1018,daima1019,daima1020,daima1021,daima1022,daima1023,daima50,daima51,daima52,daima53,daima54,daima55,daima56,daima57,daima58,daima59,daima510,daima511,daima512,daima513,daima514,daima515,daima516,daima517,daima518,daima519,daima520,daima521,daima522,daima523,fixcount201,fixcount202,fixcount203,fixcount205,fixcount206,fixcount151,fixcount152,fixcount153,fixcount155,fixcount156,fixcount101,fixcount102,fixcount103,fixcount105,fixcount106,fixcount51,fixcount52,fixcount53,fixcount55,fixcount56,fixfile201,fixfile202,fixfile203,fixfile204,fixfile205,fixfile206,fixfile151,fixfile152,fixfile153,fixfile154,fixfile155,fixfile156,fixfile101,fixfile102,fixfile103,fixfile104,fixfile105,fixfile106,fixfile51,fixfile52,fixfile53,fixfile54,fixfile55,fixfile56,subsquery1,subsquery2,subsquery3,rank1,WIG,kl150,kl151,kl152,kl153,kl154,kl155,kl156,kl157,kl158,kl159,kl1510,kl1511,kl100,kl101,kl102,kl103,kl104,kl105,kl106,kl107,kl108,kl109,kl1010,kl1011,kl50,kl51,kl52,kl53,kl54,kl55,kl56,kl57,kl58,kl59,kl510,kl511,NCQ,CT,fixfile1,fixfile2,fixfile3,fixfile4,fixfile5,idfnew,scqnew,sac,dev1,dev2,dev3,dev4,dev5,time1,hang1,hang2,hang3,hang4,hang5,RS,class20,class1,class5,class10,class15
-16.71840544,0,-163.4085358,800.0315564,28.28482908,0,2.329268293,0,16.90377751,4.111420377,21,0,229,44,0.717110045,24.8400213,1305847.278,2.99E+07,5471.864416,19099.62943,0,10.10199358,3.17836335,8.836228572,0,6.970610999,2.64019147,8.836228572,-0.275837231,86.56552374,1.518693399,5.664303827,0.728492985,8.377701213,-2.835307642,1.228890514,1.510171895,0.030409201,0.43789213,0,0.059291884,0.003515528,97,11,0.608247423,0,0,1,0,0,69.89253205,-118.9653,47.0769,36.3872,24.21320344,54.6172,115.9679487,32.33333333,4,24,0,1677,6,273,3.500616676,3,12.25431711,18,1,0,0,0,0,0,0,0,0,0,8,0.546849479,0.001043628,1.67E-04,0.54359525,-0.26505715,-0.10311348,-0.16874997,-0.2273619,1.85,1.739971264,3.0275,1,8,1,356.05,409.9573728,168065.0475,81.5,1501,8,36.5,45.58892409,2078.35,4,169,2,13.2,28.85411582,832.56,68.5,136,0,1.2,0.54160256,0.293333333,1,3,1,380.6666667,452.8619608,205083.9556,8,1501,8,28.53333333,35.95898899,1293.048889,2,115,2,15.66666667,32.68162923,1068.088889,1,136,1,1.3,0.640312424,0.41,2,3,1,287.5,318.0151726,101133.65,422.5,1150,8,22.8,30.82466545,950.16,64,111,2,18.7,39.25824754,1541.21,9.5,136,1,1.2,0.4,0.16,2,2,1,398,395.9171631,156750.4,26,1150,26,17.2,10.32279032,106.56,7,32,5,7.6,3.382306905,11.44,2,12,2,9,15.33333333,235.1111111,52,1,10,16.17096163,261.5,52,1,14,19.19895831,368.6,52,1,2,1.58113883,2.5,4,1,5.605263158,1.457096494,2.123130194,5,11,5,5.666666667,1.589649058,2.526984127,5.5,11,5,5.377777778,1.160246887,1.34617284,5,11,5,5.6,1.8,3.24,5,11,5,0.285714286,0.553756025,0.306645735,0,-34.65973705,1,1,3,4,-0.56681083,-0.137538671,-0.034953393,-0.510976374,-1.101503968,-0.506687492,-0.591003567,-0.610786438,1,1,3,6,-0.408460777,-0.27161795,-0.105445973,-0.324770808,-1.575489044,-1.160100847,-1.251681894,-1.295333266,1,2,5,6,-0.339308633,-0.30345554,-0.127467074,-0.254591286,-1.684299946,-1.384996682,-1.425405294,-1.466084421,0.002504332,0,0.039011558,0.109190087,0.011922475,0.016650695,1.000000238,3.342164443,3370.184163,-0.004602833,6.25,25,0,8.632545009,74.52083333,100000,50289.75,358630,0,97852.81857,9.58E+09,0.99149,1,0,0,0,0
-24.01458877,0,-159.8537935,1432.863063,37.85317772,-17.78083079,3,4,10.66666667,3.265986324,12,0,39,3,0.572612298,6.890228065,476449.1917,3.28E+08,18115.53931,68365.89934,0,4.908661278,2.215549882,8.836228572,0,6.115166508,2.472886271,7.226790659,-1.730822859,34.06403579,1.216572707,5.649309589,0.887472777,6.59509722,-0.677301172,0.880742269,0.775706944,0.042442081,0.438466295,0,0.07770771,0.006038488,47,15,0.893617021,0,0,1,0,0,21.81037975,56.4412,15.1998,20.357,14.61895004,12.8159,64.8164557,10,1,8,5,219,5,42,1.766563981,4,3.120748299,9,1,0,0,0,0,0,0,0,0,0,5,0.576848001,-0.021897285,-0.003475179,0.583020698,-0.10359015,-0.18465019,-0.1620387,-0.14158195,1.4,1.529705854,2.34,1,8,1,507.55,728.9639549,531388.4475,225.5,3510,21,45.85,44.40864218,1972.1275,17.5,182,1,6.05,7.959114272,63.3475,4,33,0,1.533333333,1.74610678,3.048888889,1,8,1,539.8666667,819.3093731,671267.8489,209,3510,21,43.2,33.26499662,1106.56,54,118,3,4.933333333,5.157087895,26.59555556,0,15,0,1.8,2.088061302,4.36,4.5,8,1,702.5,954.7295167,911508.45,508,3510,103,55.2,34.01411472,1156.96,45.5,118,7,5.1,5.166236541,26.69,9.5,15,0,1.2,0.4,0.16,1,2,1,1081,1225.713343,1502373.2,589,3510,189,75.4,33.97410779,1154.24,35,118,35,4.6,5.12249939,26.24,5,14,0,8,13.20838894,174.4615385,52,1,9,14.71054044,216.4,52,1,10,18.58314649,345.3333333,52,1,2,2.449489743,6,6,1,5.673684211,1.749839724,3.061939058,5,14,5,5.676190476,1.753881345,3.076099773,8,14,5,5.911111111,2.020145454,4.080987654,5,14,5,6.7,2.051828453,4.21,8.5,11,5,0.238095238,0.478565506,0.229024943,0,-13.91151009,2,3,4,4,-0.604874215,-0.371419005,-0.183501768,-0.505652636,-2.23576054,-1.589004338,-1.723406494,-1.769613236,2,3,4,4,-0.553280559,-0.388569564,-0.198639289,-0.412388206,-2.247327894,-1.643022597,-1.816887081,-1.853030235,3,4,4,4,-0.529762623,-0.400552977,-0.20956528,-0.447710425,-2.291458219,-1.771369994,-1.832695842,-1.912289649,0.002001433,0,0.06232624,0.152290018,0.02319225,0.002795399,1.000000238,3.707972408,7413.807202,0.083030814,11.84615385,59,0,16.85616141,284.1301775,100000,52416,298394,0,103493.6699,1.07E+10,0.98986,1,0,0,0,0
-20.03487699,0,-97.26595734,532.5993572,23.07811425,-23.17859998,3.523809524,8,16.15419501,4.019228161,15,0,22,1,0.532166401,6.122056239,87379.71454,7.40E+07,8602.791543,42034.82783,0,5.007548233,2.237755177,8.389132521,0,6.85547613,2.618296418,8.389132521,-1.866138029,25.61589052,1.280794526,4.479355718,0.802269935,4.497312223,-1.21783401,0.92802223,0.86122526,0.029122797,0.104597003,0,0.021697291,4.71E-04,33,6,0.727272727,0,0,0,0,0,10.55460993,50.5333,10.103,13.9262,12.48683298,12.487,43.32624113,4.333333333,1,4,0,124,5,23,2.161704851,6,4.672967864,12,3,0,0,0,0,0,0,0,0,0,9,0.481394549,0.05032312,0.00930026,0.451869066,0.0913855,0.0681831,0.09816211,0.095965915,1,0,0,1,1,1,375.9,421.2924044,177487.29,771.5,1776,13,49.3,78.79473333,6208.61,127,285,1,4.8,10.54798559,111.26,1,48,0,1,0,0,1,1,1,453.0666667,455.6784636,207642.8622,1776,1776,17,62.4,86.98720212,7566.773333,109,285,2,5.6,11.92085008,142.1066667,48,48,0,1,0,0,1,1,1,514.5,522.7954189,273315.05,436.5,1776,17,48.8,84.29804268,7106.16,14,285,2,8.1,13.91725548,193.69,5,48,0,1,0,0,1,1,1,294.8,313.298835,98156.16,17,856,17,67,109.4878989,11987.6,2,285,2,3.4,4.92341345,24.24,0,13,0,4,4.956957592,24.57142857,16,1,4,5.779273311,33.4,16,1,4,5.779273311,33.4,16,1,1,0,0,1,1,5.463157895,1.53424438,2.353905817,5,13,5,5.514285714,1.474315245,2.173605442,8,11,5,5.377777778,1.269976183,1.612839506,5,11,5,5.1,0.3,0.09,5.5,6,5,0.652173913,0.914078089,0.835538752,0,-6.188780541,1,4,5,7,-0.624664965,-0.329133511,-0.126666304,-0.528928876,-1.666203722,-0.945011437,-1.128689505,-1.26041723,1,4,4,6,-0.561380143,-0.34036142,-0.134808887,-0.457105577,-1.740707859,-1.177147448,-1.281918623,-1.381131507,1,3,3,6,-0.460773871,-0.565113067,-0.350837646,-0.208020389,-2.688223109,-2.070662141,-2.476474173,-2.506360717,0.003003135,0,0.049572703,0.136141932,0.018534626,0.016497884,1.000000834,4.2839751,3799.118024,0.104940419,10.7,41,0,12.56622457,157.91,100000,120866.95,367459,0,153639.6306,2.36E+10,0.990705,0,0,0,0,0
-15.92457507,0,-170.4775229,750.1875898,27.38955257,-12.37494437,1.362676056,0,8.780437909,2.963180371,21,0,1153,808,0.708533217,164.1190865,5862298.989,4.79E+07,6924.510516,68365.89934,0,7.440881049,2.727797839,8.836228572,0,4.798552143,2.190559778,8.836228572,-1.730822859,157.8088709,1.304205545,4.698410184,1.025372037,6.300326974,-2.55636957,1.141107711,1.302126808,0.016541582,0.684590109,0,0.049225983,0.002423197,108,18,0.611111111,0,0,0,0,0,166.9815494,-268.9463,116.0671,110.7896,36.39161571,55.3597,317.2404354,143,11,46,6,11021,5,1961,3.012803579,5,9.076985407,20,1,0,0,0,0,0,0,0,0,0,10,0.441448224,0.053165818,0.009793469,0.416378264,-0.07060443,-0.062636745,0.025271175,0.02783806,1,0,0,1,1,1,807.8,501.0859806,251087.16,1255.5,2127,190,70.5,64.1299462,4112.65,103.5,180,0,23.9,72.89094594,5313.09,3.5,340,0,1,0,0,1,1,1,856.7333333,563.756149,317820.9956,812,2127,190,71.6,66.27900623,4392.906667,11,180,0,28.73333333,83.47012772,6967.262222,2,340,0,1,0,0,1,1,1,705.2,445.1729552,198178.96,380,1721,190,64.5,64.16891771,4117.65,110.5,180,0,39.5,100.3675744,10073.65,1.5,340,0,1,0,0,1,1,1,468.4,218.8575793,47898.64,424,721,190,51,65.77537533,4326.4,0,180,0,73,133.608383,17851.2,340,340,0,14,16.4794244,271.5714286,54,2,14,17.79981273,316.8333333,54,2,22,22.30097158,497.3333333,54,4,10,0,0,10,10,6.663157895,2.743837214,7.528642659,5,13,5,7.828571429,3.096717595,9.589659864,12,13,5,7.933333333,3.151013946,9.928888889,8,12,5,8.7,3.034798181,9.21,11.5,12,5,0,0,0,0,-52.99203237,0,3,7,7,-0.452646107,-0.271858576,-0.080092296,-0.371307485,-1.60530442,-1.084567588,-1.232767478,-1.264476314,2,3,6,8,-0.588451775,-0.154225499,-0.027294377,-0.565735228,-1.10024339,-0.401566487,-0.52146785,-0.629681006,4,7,10,11,-0.532083555,-0.333802024,-0.119018313,-0.402372144,-1.445038855,-0.787563127,-1.01593326,-1.133718982,0.004041054,0,0.055184782,0.142631316,0.020343692,0.013895576,1.000000238,1.860462893,2144.207196,0.057296274,13.81818182,77,0,23.61362543,557.6033058,100000,105058.1818,403190,0,144517.2618,2.09E+10,0.990871,0,0,0,0,0
-10.56412851,0,-174.7439107,514.9090322,22.69160709,0,1.529032258,0,6.313673257,2.512702381,11,0,390,110,0.711440616,41.65659977,3046185.744,1.04E+08,10177.09924,68365.89934,0,9.853277721,3.138993106,8.836228572,0,8.101545378,2.846321376,8.836228572,-1.730822859,156.9807898,1.495055141,5.664303827,0.864467594,8.379539026,-2.556599059,1.116039304,1.245543727,0.017731018,0.438007384,0,0.049071254,0.002407988,109,19,0.614678899,0,0,1,0,0,58.97522393,-108.7813,43.9411,33.3009,22.74841766,45.2342,99.95717555,23.42857143,17,58,8,3431,6,500,4.752994425,3,22.590956,36,1,0,0,0,0,0,0,0,0,0,9,0.531377722,-0.019856629,-0.003860251,0.556419128,-0.31486815,-0.0416718,-0.1099218,-0.13961825,1.2,0.871779789,0.76,1,5,1,397.95,378.5418702,143293.9475,85.5,1509,18,38.95,41.95292004,1760.0475,3.5,171,2,14.3,29.02602281,842.51,68,136,0,1.266666667,0.997775303,0.995555556,1,5,1,479.5333333,403.2153877,162582.6489,414,1509,18,43.33333333,46.01545634,2117.422222,16,171,2,17.13333333,32.70650632,1069.715556,15,136,0,1,0,0,1,1,1,461.7,443.4165198,196618.21,911,1509,18,24,19.16246331,367.2,43.5,64,2,10.1,7.3,53.29,15.5,22,0,1,0,0,1,1,1,480.6,527.0406436,277771.84,222,1509,52,25.2,19.81312696,392.56,17,64,8,8.6,7.631513611,58.24,4,22,1,8,12.84263732,164.9333333,54,1,9,14,196,54,1,12,16.42787266,269.875,54,1,4,1.732050808,3,6,2,6.152631579,1.952830179,3.813545706,5,11,5,6.304761905,2.093635751,4.383310658,8,11,5,6.066666667,1.818424226,3.306666667,5.5,11,5,5.7,1.486606875,2.21,5.5,10,5,0.41,0.913181253,0.8339,0,-54.38107966,1,4,6,8,-0.199272464,-0.08212845,-0.021731499,-0.211202979,-0.457010448,-0.290690362,-0.234680593,-0.291800916,2,6,8,9,-0.00721205,-0.158311908,-0.053950679,0.053514943,-0.425840557,-0.398725629,-0.47841543,-0.520002306,1,2,3,5,-0.28010086,-0.274491421,-0.125433456,-0.189950854,-1.395760834,-1.181076705,-1.20319736,-1.209394634,0.002395473,0,0.035885892,0.105823452,0.011198603,0.060917757,1.000000119,3.270345826,4110.358207,-0.02576925,9.25,27,0,10.82531755,117.1875,100000,93190,347417,0,147055.2648,2.16E+10,0.990184,1,0,1,1,1
-22.38441829,0,-171.906946,1707.680265,41.32408819,-13.5428877,1.659090909,3,8.254993113,2.873150381,13,0,261,77,0.749382178,25.54280778,1911609.144,7.62E+07,8728.564234,38916.18205,0,8.12989839,2.851297668,8.836228572,0,7.672744292,2.769971894,8.836228572,-1.217315577,97.98455075,1.194933546,5.664303827,0.762273113,8.382518288,-2.015046848,1.02338498,1.047316817,0.029637449,0.438194222,0,0.0635051,0.004032898,2,2,1,0,0,1,1,0,40.46005682,-29.3373,26.096,19.8755,15.36931688,38.7338,70.99545455,12.6,12,37,14,2134,6,338,4.445846874,3,19.76555443,28,1,0,0,0,0,0,0,0,0,0,6,0.357203437,0.049048173,0.00937151,0.330888657,-0.1504856,0.12015423,0.061661725,-0.00921833,1.1,0.435889894,0.19,1,3,1,241.85,247.6154832,61313.4275,122.5,845,18,38.75,64.38235395,4145.0875,12,251,2,2.1,3.238826948,10.49,0.5,12,0,1,0,0,1,1,1,268.8,267.0351288,71307.76,73,845,18,44.8,72.16665897,5208.026667,7,251,2,1.6,2.303620339,5.306666667,1,9,0,1,0,0,1,1,1,241.9,249.4567898,62228.69,359.5,812,34,26.6,49.15933279,2416.64,90.5,173,3,2,2.607680962,6.8,2,9,0,1,0,0,1,1,1,371.2,296.9298907,88167.36,812,812,52,44.2,64.72526555,4189.36,11,173,5,2.6,3.261901286,10.64,2,9,0,11,17.94037744,321.8571429,54,1,13,18.88562063,356.6666667,54,1,5,5.567764363,31,16,1,2,1.825741858,3.333333333,5,1,5.573684211,1.590214188,2.528781163,5,12,5,5.8,1.924280942,3.702857143,7.5,12,5,5.977777778,2.070844046,4.288395062,5,12,5,5.1,0.3,0.09,5,6,5,0.443786982,0.86931918,0.755715836,0,-41.24333054,2,2,4,5,-0.269957967,-0.297536055,-0.10968461,-0.176494613,-1.364422679,-1.105640471,-1.183320105,-1.250813305,3,4,5,6,-0.138046589,-0.198610927,-0.053568934,-0.068504274,-0.852007151,-0.681750417,-0.780619442,-0.819653392,3,3,4,4,-0.178353241,-0.302389738,-0.112941591,-0.065177903,-1.426142097,-1.233765602,-1.359349728,-1.384505957,0.003041139,0,0.054304769,0.134313192,0.018040034,0.092414375,1.000000238,2.622678491,3868.445474,-0.05075925,17.2,131,0,30.45751139,927.66,100000,95355,360309,0,134554.3547,1.81E+10,0.990319,1,1,1,1,1
-17.16236349,0,-150.2887335,843.9336865,29.05053677,-3.784580395,2.395833333,5,10.48914931,3.238695618,11,0,56,4,0.699811019,10.08690669,361492.3007,1.01E+08,10060.76275,68365.89934,0,4.230019258,2.056701062,8.836228572,0,7.012630654,2.648137205,8.143081391,-1.730822859,45.13524743,1.025801078,5.485473811,0.990271628,8.384804003,-2.01348867,0.903584515,0.816464975,0.030138956,0.438337566,0,0.060059448,0.003607137,0,0,0,0,0,0,0,0,16.47962366,35.7616,13.4055,16.0086,13.95445115,17.2334,49.69892473,6,5,7,7,416,6,60,4.257803294,12.5,18.12888889,22,3,0,0,0,0,0,0,0,0,0,12,0.320304129,0.035015966,0.005500147,0.308646472,-0.23392319,-0.028012015,-0.02891155,-0.04873059,1,0,0,1,1,1,473.8,366.8565932,134583.76,521.5,1515,69,48.95,60.80335106,3697.0475,99,243,6,9.2,8.072174428,65.16,7.5,27,0,1,0,0,1,1,1,371.8,225.4879746,50844.82667,227,1055,146,33.86666667,41.25670316,1702.115556,24,182,11,8.8,7.341207893,53.89333333,4,27,0,1,0,0,1,1,1,286.4,105.9322425,11221.64,290.5,425,146,19,8.074651695,65.2,20.5,40,11,9.3,7.497332859,56.21,4,27,2,1,0,0,1,1,1,288.4,104.0069228,10817.44,146,425,146,14.8,3.969886648,15.76,12,21,11,9.8,9.260669522,85.76,27,27,2,6,12.25225069,150.1176471,54,1,7,13.74772708,189,54,1,9,16.16580754,261.3333333,54,1,14,22.67708094,514.25,54,1,6.689473684,2.31548443,5.361468144,5,11,5,6.847619048,2.381599912,5.672018141,10.5,11,5,6.8,2.286190427,5.226666667,5,10,5,6.5,2.291287847,5.25,10,10,5,0.466666667,0.805536398,0.648888889,0,-15.0431896,1,5,6,8,-0.461937719,-0.228431922,-0.086301581,-0.335654512,-0.962627769,-0.435094908,-0.626971081,-0.636171475,1,5,5,5,-0.449943685,-0.394502795,-0.214558582,-0.28701514,-1.428732872,-0.829020754,-1.140839025,-1.218631312,3,5,6,7,-0.348413972,-0.11129754,-0.029011443,-0.302978918,-0.556626439,-0.155843988,-0.253414318,-0.285177961,0.002749602,-221.9501939,0.033223028,0.108078218,0.011680901,0.010757825,1.000000238,3.416730986,4154.230058,-0.078560823,15.33333333,35,0,15.48834687,239.8888889,100000,187340.5,375435,0,187342.0173,3.51E+10,0.989539,1,1,1,1,1
-21.53516959,0,-126.8027724,794.8919801,28.19382876,-4.444754528,1.210526316,0,2.903047091,1.703833059,5,0,22,1,0.359463758,5.964848639,97941.53643,2.69E+07,5190.16201,17698.97677,0,3.495267928,1.869563566,8.389587067,0,5.205941384,2.281653213,8.389587067,-0.544472655,15.23794517,0.84655251,1.768633602,1.173647939,3.995137912,-1.648990663,0.964354651,0.929979893,0.037390636,0.359751419,0,0.072103573,0.005198925,35,8,0.714285714,0,0,0,0,0,5.912090909,77.5151,5.8634,9.8636,9.708203932,7.6129,31.93181818,2.5,2,6,1,122,5,23,1.516138763,7,2.298676749,9,3,0,0,0,0,0,0,0,0,0,13,0.592860325,-0.028526744,-0.005456458,0.606838583,-0.145785,-0.07054994,-0.0512438,-0.09672398,1.7,2.451530134,6.01,1,12,1,575.4,425.6857291,181208.34,555,1776,103,27.15,25.74543649,662.8275,18,109,1,11.4,12.94372435,167.54,6,48,2,1.933333333,2.792052212,7.795555556,1,12,1,547.3333333,353.6834115,125091.9556,1135,1280,103,23.46666667,19.63624766,385.5822222,4,69,1,10.93333333,10.85336609,117.7955556,8,48,2,2.4,3.322649545,11.04,6.5,12,1,528.7,412.329492,170015.61,799.5,1280,103,26.5,23.29055603,542.45,40,69,1,13.4,12.2898332,151.04,26.5,48,3,1.6,1.2,1.44,1,4,1,425.8,296.8362512,88111.76,132,813,122,26.6,24.20413188,585.84,10,62,1,11.6,4.715930449,22.24,7,17,5,3,2.624669291,6.888888889,10,1,3,2.692582404,7.25,10,1,3,3.224903099,10.4,10,2,2,0.707106781,0.5,3,2,5.521052632,1.416845624,2.007451524,5,12,5,5.647619048,1.609382919,2.590113379,8.5,12,5,5.755555556,1.565681329,2.451358025,5,12,5,5.7,1.486606875,2.21,8,10,5,0.565217391,1.056083287,1.115311909,0,-13.78229695,1,5,7,8,-0.866967429,-0.150412416,-0.046968232,-0.810320273,-1.249569952,-0.248949111,-0.431174338,-0.47285831,1,5,7,8,-0.761661057,-0.20530819,-0.075380702,-0.708779886,-1.324417055,-0.357443273,-0.620419443,-0.667049944,3,6,7,11,-0.423044887,-0.201106434,-0.072992991,-0.37697883,-1.059312165,-0.540604472,-0.683932841,-0.712696195,0.002837875,0,0.054314451,0.145468995,0.021161228,0.007076094,1.000000358,3.796910249,4258.327671,0.274269664,18.4,45,0,12.33855745,152.24,100000,342611.95,616485,0,238843.6546,5.70E+10,0.989407,1,0,1,1,1
-20.79550357,0,-162.2817339,772.2479307,27.78934923,-15.14665456,1.422222222,0,5.632839506,2.373360383,12,0,991,309,0.690071231,135.7564888,5024062.998,3.91E+07,6256.317701,68365.89934,0,8.651211903,2.941294256,8.836228572,0,5.176628888,2.275220624,8.836228572,-1.730822859,133.7436894,1.324194944,5.485473811,1.091255982,8.382747095,-1.711360817,1.244980232,1.549975778,0.027371048,0.438208571,0,0.050294321,0.002529519,0,0,0,0,0,0,0,0,443.5707605,-867.7437,330.3017,325.7394,80.45966692,72.3253,849.9632446,481,1,19,3,7691,5,1300,4.051007545,5,16.41066213,32,1,0,0,0,0,0,0,0,0,0,7,0.437857619,0.030876949,0.006090541,0.438700256,-0.02760194,0.14332286,0.06631259,0.04579822,1.15,0.653834842,0.4275,1,4,1,730.25,464.835764,216072.2875,469.5,1776,142,39.95,30.35370653,921.3475,45,109,0,27.85,72.46811368,5251.6275,15,340,1,1.2,0.748331477,0.56,1,4,1,790.6,483.1438433,233427.9733,862,1776,142,43.26666667,33.0967605,1095.395556,7,109,0,35.93333333,82.09300958,6739.262222,4,340,1,1,0,0,1,1,1,853.1,478.5777784,229036.69,393,1776,287,45.4,38.1003937,1451.64,22,109,0,48.1,98.19516281,9642.29,3.5,340,1,1,0,0,1,1,1,575.2,184.725093,34123.36,709,735,287,23.8,16.37559159,268.16,44,44,0,76.8,131.7351889,17354.16,19,340,3,6,4.787135539,22.91666667,14,1,5,4.5,20.25,13,1,4,3.915780041,15.33333333,10,1,7,3.559026084,12.66666667,10,2,6.257894737,2.469139162,6.096648199,5,13,5,6.123809524,2.377254271,5.651337868,8,13,5,6.333333333,2.494438258,6.222222222,5,11,5,7.4,2.939387691,8.64,8,11,5,0,0,0,0,-58.50625837,0,3,4,6,-0.74755165,-0.252442448,-0.071686188,-0.674158068,-1.432993464,-0.582910921,-0.747683458,-0.857461594,0,3,4,5,-0.828256843,-0.173994758,-0.035759878,-0.783726366,-1.408901624,-0.551808503,-0.624290518,-0.654012345,3,4,4,7,-0.402842402,-0.17870574,-0.037569972,-0.313189285,-0.885530703,-0.357418682,-0.569597863,-0.612062238,0.003144403,0,0.055464456,0.1526268,0.02329494,0.00790313,1.000000358,2.631033443,2658.966375,0.188726139,29,80,0,32.0585402,1027.75,100000,279274.75,634952,0,254805.2354,6.49E+10,0.99043,0,0,0,0,1
-29.22891268,0,-155.2394363,1722.1387,41.49865901,-7.82223822,2.636363636,1,11.01928375,3.319530652,11,0,37,0,0.62636612,6.162928059,150906.7804,6.02E+07,7758.9427,38316.37688,16.77507997,4.852594724,2.202860578,8.387539983,1.27684386,7.273258958,2.696898025,8.387539983,-1.628829726,43.91701958,1.330818775,5.326656328,1.011368982,7.001245622,-0.65683372,0.959220838,0.920104616,0.021733354,0.068567047,0.003383666,0.01514262,2.29E-04,111,20,0.612612613,0,0,0,0,0,24.7426506,25.0715,20.0721,23.347,17.49137675,15.2689,75.23493976,14,2,7,4,243,6,37,3.680045098,6,13.54273192,25,3,0,0,0,0,0,0,0,0,0,12,0.484067805,0.084662122,0.019226808,0.434501335,-0.1343741,-0.02396885,-0.06993069,-0.12626065,1,0,0,1,1,1,556.25,482.7233032,233021.7875,1177,1725,41,30.95,24.38129406,594.4475,51,106,5,8,7.238784428,52.4,15,22,0,1,0,0,1,1,1,426.8,422.7215317,178693.4933,1053,1513,41,21.86666667,15.76014664,248.3822222,38,64,5,5.133333333,5.760401221,33.18222222,0,22,0,1,0,0,1,1,1,327.2,332.1577336,110328.76,135,1053,41,20.8,12.33531516,152.16,25.5,39,7,4.6,4.103656906,16.84,3.5,12,0,1,0,0,1,1,1,228,123.7820666,15322,139,425,96,20.4,10.63202709,113.04,9,39,9,6.2,4.166533331,17.36,1,12,1,5,5.041494487,25.41666667,14,1,6,5.10881591,26.1,14,1,6,5.154748158,26.57142857,14,1,3,3.708099244,13.75,10,1,6.368421053,2.333069501,5.443213296,5,11,5,6.571428571,2.441143927,5.959183673,8,11,5,6.577777778,2.489880755,6.199506173,5,11,5,7.2,2.712931993,7.36,8,11,5,0.648648649,1.019173386,1.03871439,0,-12.52500578,0,1,5,8,-0.534448525,-0.231519811,-0.082815754,-0.463573344,-1.331788689,-0.839183465,-0.864578322,-0.891208053,2,5,8,11,-0.549105186,-0.113101965,-0.027063827,-0.499673612,-0.786092073,-0.132962123,-0.270630434,-0.314167976,4,4,4,9,-0.346734373,-0.384921426,-0.19673582,-0.210884981,-1.793296367,-1.505410865,-1.576373175,-1.58877936,0.003805133,0,0.038242705,0.111538805,0.012440905,0.003566755,1.000000238,4.337037827,4078.561633,-0.025378385,14.75,28,0,10.42532973,108.6875,100000,16652.25,33139,0,12336.62325,1.52E+08,0.992027,1,1,1,1,1
